id,date,section,title,body_text,word_count
world/2021/dec/08/omicron-covid-cases-doubling-every-two-to-three-days-in-uk-says-scientist,2021-12-08,World news," Omicron Covid cases 'doubling every two to three days' in UK, says scientist","The spread of the Omicron variant of coronavirus appears to be doubling every two to three days, Prof Neil Ferguson has said, adding that it could be necessary to impose new lockdowns as a result. Ferguson, a member of the UK government's Scientific Advisory Group for Emergencies (Sage) and head of the disease outbreak modelling group at Imperial College London, told BBC Radio 4's Today programme on Wednesday that Omicron was likely to be the dominant strain in the UK before Christmas. ""It's likely to overtake Delta before Christmas at this rate, precisely when is hard to say,"" Ferguson said, speaking in a personal capacity. ""We'll start seeing an impact on overall case numbers - it's still probably only 2%, 3% of all cases so it's kind of swamped, but within a week or two we'll start seeing overall case numbers accelerate quite markedly as well."" He said so far case numbers were particularly high in London and Scotland. ""London is to be expected because that's where most of our foreign visitors come,"" he added. He said it was less clear why it had spread more quickly in Scotland but speculated that it could be linked with the Cop26 summit in Glasgow. The number of cases of the original Omicron variant detected in the UK rose by 101 to 437 on Tuesday as Scotland announced a return to working from home. Regarding lockdowns, Ferguson said it was difficult to rule out anything, adding that we ""haven't got a good enough handle on the threat"". He added: ""Clearly, if the consensus is it is highly likely that the NHS is simply going to be overwhelmed then it will be for the government to decide what what he wants to do about that, but it's a difficult situation to be in of course."" Pushed on whether lockdowns might be possible, he said: ""It certainly might be possible at the current time."" He also noted preliminary work in the UK that suggests that two doses of Pfizer are roughly half as protective against mild disease as against other variants. But he said: ""We think that protection against severe disease is much more likely to be maintained at the high level, but we don't have firm data on that. That's just based on extrapolation from past experience."" Ferguson called the pace of Omicron's growth ""very fast"", saying: ""It's the same if not faster than we saw with the original strain of the virus in March last year, so it is a concern."" He said data on the evasion of vaccines was preliminary but pointed to a study in South Africa that said ""this virus Omicron can evade immunity antibodies generated against the very original Chinese strain of the virus better than any variant we've seen so far"". Lockdowns or other restrictions could help to protect people from infection and gather information, Ferguson said. ""There is a rationale, just epidemiologically, to try and slow this down, to buy us more time principally to get boosters into people's arms because we do think people who are boosted will have the best level of protection possible, but also to buy us more time to really better characterise the threat. ""So if you imagine a kind of plan B plus with working from home might slow it down - it wouldn't stop it but it could slow it down, so it's doubling rather than every two or three days, every five or six days. ""That doesn't seem like a lot, but it actually is potentially a lot in terms of allowing us to characterise this virus better and",682
world/2021/dec/17/christiane-taubira-considers-running-for-french-presidency,2021-12-17,World news,Ex-minister Taubira considers French election run as left's 'unity candidate',"Christiane Taubira, the former justice minister and leading figure on the French left, has said she is considering running for president in the spring and will announce a final decision next month. In a video posted on social media she promised to ""use all my strength"" to unite the divided left. Taubira's supporters had for months been calling on her to run to be France's first Black female president to counter the rise of the far right. Taubira introduced same-sex marriage in 2013, in the face of street demonstrations and heated debates in parliament, when she served in as justice minister for the Socialist government under François Hollande. She is also well-known for being the driving force behind the 2001 law recognising the slave trade as a crime against humanity. Taubira, who was first elected to the National Assembly as an independent member of parliament in 1993, has been described by the professor of political science Rémi Lefebvre as ""the moral conscience of the left"". A recent poll by L'Obs magazine found she was the preferred candidate of voters on the left - even before it was clear she might run. The same L'Obs poll found that 86% of leftwing sympathisers would like one single candidate to stand for a united left. Currently the French left is divided into many different candidates and shown in current opinion polls as unable to reach the final run-off next April, which is forecast to feature Emmanuel Macron facing a candidate from either the right or the far right. In her video, Taubira said: ""I won't be just one more candidate"", suggesting that between now and mid-January she would be part of efforts to bring together rival leftwing candidates before announcing a final strategy. She said she could see the current ""deadlock"" on the left and had always promised to take responsibility, which meant she was considering launching her own presidential bid. She said what counted were the daily lives of voters and ensuring French people could live together. She said people were facing daily difficulties, and uncertainty about their future and there was ""fragmentation at work in French society"". She said it was important to ""reinforce social cohesion without excluding anyone"" and to act on the climate. The French left has never fielded so many different presidential candidates at this stage of the race. They include the Socialist mayor of Paris, Anne Hidalgo; the Greens' Yannick Jadot; Jean-Luc Mélenchon of La France Insoumise, who has a more left-wing programme than the Socialist party; and the Communist party's Fabien Roussel. All have so far refused Hidalgo's plea to unite and submit to a citizens' primary vote in January to chose the best-placed single candidate. Apart from Hidalgo, all candidates insist they will still run separate campaigns, despite opinion polls currently placing each of them at no more than 10% and unable to reach the final. The difficulties on the left have been heightened by the rise in support for the far right. The combined leftwing candidates currently account for a total of only 24-29% in April's first round vote. Meanwhile, the far right is becoming the country's strongest force and has taken working-class voters from the left. Polls show the far right currently has at least 30% support, with two major candidates. The historic far-right figure Marine Le Pen is running for the third time, but she has competition from the high-profile, far-right TV pundit Éric Zemmour, who has convictions for inciting racial hatred, and who has launched an outsider presidential bid, warning immigration and Islam will destroy France. Taubira, from Cayenne in French",785
world/2021/dec/08/olaf-scholz-elected-succeed-angela-merkel-german-chancellor,2021-12-08,World news,Olaf Scholz elected to succeed Angela Merkel as German chancellor,"Olaf Scholz will succeed Angela Merkel as Germany's new chancellor after securing a majority of 395 of 736 delegates' ballots in a parliamentary vote on Wednesday morning. Scholz will oversee a liberal-left ""traffic light"" coalition government between his Social Democratic party (SPD), the Greens and the liberal Free Democratic party (FDP), the first power-sharing agreement of such a kind in Germany, and the first governing alliance with three parties since 1957. Scholz, a former mayor of Hamburg and finance minister in Merkel's final term, secured 21 fewer votes than the 416 seats the three coalition parties have in the Bundestag, though several politicians were absent from the vote because of illness. Wearing a bordeaux red tie, the Social Democrat politician removed his black mask to accept the vote. Amid applause, delegates congratulated Scholz with fist bumps, handshakes and flowers. One gave him a basket of red apples. Several politicians from Merkel's Christian Democratic Union, which plummeted to its worst result in German history at September's national vote, also took the opportunity to congratulate Scholz on social media. The conservatives' failed chancellor candidate, Armin Laschet, who not only lost the election but will make way as party leader next spring, tweeted: ""Even if we fought for a different result, we can count ourselves lucky that there is so much mutual respect between democrats in this country."" After the vote Scholz headed to the Bellevue Palace residence of the German president, Frank-Walter Steinmeier, to be formally appointed. By noon, he was back in the Bundestag to take his oath of office, swearing to use the powers bequeathed to him ""for the good of the German people"". Scholz, who was raised in a Protestant household but later opted to leave the church, declined to utter the optional final line of the oath, ""So help me God"". As he became the first politician to re-fill the empty government benches vacated by Merkel's team of ministers, Scholz bowed his head in front of the parliament in a show of humility. Guests watching the ceremony from the visitors' gallery included the former chancellor Gerhard Schröder, Scholz's wife, Britta Ernst, his parents, Gerhard and Christel Scholz, and his brothers Jens and Ingo. The new government was finally announced in parliament at 1:30 pm, after which the ministers in Scholz's cabinet took their oaths. The gender-equal new cabinet contains several firsts: women will for the first time hold Germany's foreign and interior ministries, with the Green politician Annalena Baerbock in the former and the Social Democrat Nancy Faeser in the latter. The defence ministry will be held by Christine Lambrecht, the third consecutive woman in the role. The agriculture minister, Cem Özdemir, of the Green party, will be the federal republic's first minister with Turkish roots. As the names of the new ministers were read out, the loudest cheer echoed around the chamber at the mention of Germany's new health minister. Karl Lauterbach, a studied epidemiologist and Harvard graduate who has been a mainstay of television panel debate throughout the pandemic, has become a hate figure for Germany's anti-vaxxers and lockdown sceptics but was desired by many as the most qualified politician for the job in the health ministry. Merkel, too, watched proceedings from the visitors' gallery. The outgoing chancellor, who is ending her political career and will not continue as an MP, received a standing ovation from almost all delegates in the last minutes of her tenure. Only members of the far-right Alternative für Deutschland remained seated. As the new president of the Bundestag, Bärbel Bas, read out the names of all delegates eligible to vote for",876
world/2021/dec/15/lady-hallett-expected-to-chair-spring-public-inquiry-into-covid-pandemic,2021-12-15,World news,Lady Hallett to chair spring public inquiry into Covid pandemic,"Lady Hallett, a former senior appeal court judge, has been appointed to chair the public inquiry into the Covid pandemic. Hallett, 71, a crossbench life peer, was coroner in the inquest into the 7 July 2005 terror attacks on London's transport network that claimed 52 lives. Boris Johnson announced the decision in a written statement to parliament on Wednesday afternoon, delivering on a promise to bereaved people to name a chair before Christmas. The inquiry is due to begin in spring 2022 and is likely to be one of the most complex undertaken in legal history, as it explores a pandemic that has so far led to 146,627 deaths within 28 days of a positive Covid test. Johnson told parliament Hallett had run several ""high-profile and complex"" inquiries and also highlighted her roles as chair of the Iraq fatality investigations and as chair of the 2014 Hallett review of the administrative scheme to deal with IRA suspects known as ""on the runs"" in Northern Ireland. She is currently acting as coroner in the inquest into the death of Dawn Sturgess, who died in July 2018 following exposure to the nerve agent novichok in Amesbury, which the UK has blamed on Russia. The prime minister said: ""The inquiry will be established under the 2005 Inquiries Act, with full powers, including the power to compel the production of documents and to summon witnesses to give evidence on oath. The inquiry will be held in public. In consultation with Baroness Hallett, I intend to appoint additional panel members in the new year in order that the inquiry has access to the full range of expertise needed to complete its important work."" The prime minister said he would consult Hallett and ministers in Scotland, Wales and Northern Ireland on the inquiry's terms of reference, which is likely to involve wrestling with how it covers the divergent responses of the devolved nations. The Scottish government has already said it will run its own inquiry. The draft terms will be published in the new year when Hallett will run a public consultation - including with bereaved families and other affected groups - before they are finalised. Hallett's appointment follows a campaign by the Covid-19 Bereaved Families for Justice group, which represents thousands of grieving relatives. It wanted the inquiry to start much earlier to learn lessons for future Covid waves. Hallett now faces planning for an inquiry into a pandemic that is far from over, amid warnings of a ""tidal wave"" of the latest Omicron variant. Matt Fowler, the co-founder of Covid-19 Bereaved Families For Justice, said its members hoped to work closely with Hallett. He welcomed her appointment as a positive step in making sure ""the terrible suffering and loss of the past 18 months are learned from, to ensure these tragedies are not repeated in the future"". ""Everyone agrees that the focus of the inquiry must be on saving lives in the future, and that means that those who have been most affected, including bereaved families, must be at its heart,"" he said. ""We must now be fully consulted on the terms of reference, and given core participant status, so that our stories and loss are learned from to protect the lives of others."" But the group said the inquiry was being established ""far too late"". ""We've been calling for an inquiry since the end of the first wave, and we will never know how many lives could have been saved had the government had a rapid review phase in summer 2020,"" said Fowler. ""With the Omicron variant upon us, the inquiry really cannot",668
world/2021/dec/21/scientists-jane-goodall-caution-gifting-animals-developing-countries,2021-12-21,World news,Scientists caution against giving animals as gifts to developing countries,"It's the classic gift given by do-gooding family members at Christmas but Jane Goodall and other scientists have warned that people should think twice before giving a donation of a goat or heifer to a developing country. Charity gifts, where the recipient is informed their present is an animal to help feed a family in an impoverished area, have been popular for decades. However, the famed scientist Jane Goodall has warned these presents can do more harm than good, as the large volume of animals given can place a great strain on local water supplies. She said: ""In the lead-up to Christmas, many people are feeling generous and want to help those less fortunate than themselves. There are a number of organisations that have launched campaigns, suggesting that one way to help those suffering poverty and hunger is to gift them an animal, such as a heifer. ""As a result, farm animals are bought in great numbers by generous donors. Unfortunately, this can result in unintended consequences. The animals must be fed and they need a lot of water, and in so many places water is getting more and more scarce thanks to climate change. Veterinary care is often limited or totally lacking."" Instead, she recommends people fund community seed hubs and water irrigation systems, as well as investing in soil regeneration. Goodall said: ""It will be ever so much better to help by supporting plant-based projects and sustainable irrigation methods, regenerative agriculture to improve the soil. Well this means charities must develop plans to create a gift package that will appeal to the generosity of those who want to help those less fortunate than themselves. Thank you."" Oxfam is one of the most popular charities to use the animal present initiative; it costs £12.50 to buy a goat. Another £12.50 gift card offers the buyer the chance to support Oxfam in digging wells and installing water pumps, taps and innovative water meters for families facing drought, or living in areas far from the nearest water supply. The charity says its project has changed the lives of thousands of families. ""The Oxfam-funded goat distribution programme in Malawi started in 2005. Since then over 3,000 families have received a goat and their lives have begun to change for the better,"" it says. ""It is a simple initiative that aims to ensure that people have enough food all year round, particularly during the dry season or hungry months - when personal maize harvests have run out and the earth is dry so nothing can grow without irrigation. ""A goat is a valuable asset to a vulnerable household; it breeds easily and can produce up to six kids a year. Offspring can be sold to help families cope or kept to produce manure, which will improve subsequent harvests. Ideally, within a year, each family will be able to choose to do both: selling goats to improve their homes or pay for school fees; and using manure to increase their maize and vegetable harvests so that they can produce a surplus to sell.""",509
world/2021/dec/27/fauci-covid-coronavirus-omicron-new-years-eve,2021-12-27,World news,Joe Biden says US Covid surge should be 'a source of concern but not panic',"Speaking to state governors on Monday, Joe Biden said the dramatic surge in US Covid cases caused by the Omicron variant ""should be a source of concern but it should not be a source of panic"". ""If you're fully vaccinated and got your booster shot,"" Biden said, ""you're highly protected. If you're unvaccinated, you're at a high risk of getting severely ill from Covid-19, being hospitalised and in some cases dying."" Omicron accounts for 73% of US coronavirus infections, the Centers for Disease Control and Prevention (CDC) said last week. The president outlined plans to help states tackle the rising caseload. But he did so as uncertainty and disruption continued to spread, particularly in the aviation industry, and as his chief medical adviser said Americans should avoid large New Year's Eve events. ""When we are talking about a New Year's Eve party ... I would recommend strongly stay away from that this year. There will be other years to do that, but not this year,"" Anthony Fauci told CNN. Fauci added that he hoped the surge in cases would subside in January. But he said infections could still overwhelm hospitals, especially in highly unvaccinated areas. ""We really still need to be extremely careful,"" he told MSNBC. New York, home to a traditionally huge celebration in Times Square, has said this year's event will be scaled back. Authorities said 15,000 people would be allowed into official viewing areas, down from 58,000. The president and Fauci's statement comes as health authorities on Monday shortened the recommended isolation time for Americans with asymptomatic cases to five days, down from the previous guidance of 10 days. The CDC said after isolation, asymptomatic people should follow with five days of wearing a mask when around others. It also recommended a five-day quarantine for those exposed to the virus who are unvaccinated or are more than six months out from their second mRNA dose or more than two months after the Johnson &amp; Johnson vaccine and not yet boosted. ""CDC's updated recommendations for isolation and quarantine balance what we know about the spread of the virus and the protection provided by vaccination and booster doses,"" said Rochelle Walensky, the CDC director, in a statement. Biden last week announced reinforcements to bolster hospitals and testing, but some experts say that effort is too little, too late. On Monday, the president and his Covid advisers met with the group representing state governors. Biden said: ""There is no federal solution. This gets solved at state level. It gets down to where the rubber meets the road - where the patient needs help, or preventing the need for help."" His message, he said, was simple: ""If you need something, say something. We're going to have your back any way we can."" He also outlined three federal measures to help states: more capacity ""to get shots in arms""; more testing, from eight authorised home tests and from federally run pop-up locations; and more federal support for hospitals. ""We have so many [people] vaccinated and boosted [that] we're not seeing hospitalisation rise as sharp as it did in March of 2020 or even this past fall,"" Biden said. ""America has made progress, and things are better,"" he said. But Biden also said he anticipated rising hospitalisations. The federal government has stockpiled millions of gowns, gloves, masks and ventilators. Additionally, Biden said: ""We're mobilizing an additional 1,000 military doctors and nurses and medics to help staff hospitals."" The Federal Emergency Management Agency, Biden said, would deploy hundreds of ambulances and emergency crews, and had deployed emergency response teams in Colorado, Michigan, Minnesota, Vermont,",1126
world/2021/dec/16/holding-ex-islamic-state-members-in-syria-not-sustainable-says-thinktank,2021-12-16,World news,"Holding ex-Islamic State members in Syria not sustainable, says thinktank","Tens of thousands of former Islamic State members held in detention in north-east Syria need to be put on trial or repatriated and deradicalised, a security thinktank has said. Researchers at the Royal United Services Institute (Rusi) argue that the current situation, in which 30,000 adults and 40,000 children from more than 60 countries are being held in camps and jails by Syrian Kurdish forces, cannot endure and requires a new global taskforce to resolve. ""The current international response is one of containment, but this is not sustainable,"" write Sabin Khan and Imogen Parsons. ""As well as denying justice to those who have suffered abuses, there is a growing security threat,"" they say, because local forces cannot ""securely hold these people indefinitely"". They propose creating a ""hybrid court"", ideally based in the region - a half national, half international approach used in East Timor, Kosovo and Cambodia - to try those accused of participating in terrorist atrocities. Those found guilty should serve prison sentences ""in their country of origin"". Children should be assessed and prioritised ""for repatriation and support"" in their countries of origin, where possible with their families, as part of a wider process led by a specially created UN- or Global Counterterrorism Forum-led taskforce. The report has been endorsed by Sir Mark Rowley, formerly Britain's leading counter-terrorism police officer, who argued that many of those held needed to be put on trial ""to remove the sense of impunity for atrocities"" and ""incarcerate many of those who threaten future security"". An estimated 70,000 IS followers have been held by the Syrian Kurds in jails and camps since the defeat of the former caliphate in 2019, including 2,000 fighters from outside Syria and Iraq as well as 27,500 foreign children. They include about 1,000 men, women and children who came over from the UK and EU, the best known of whom is Shamima Begum, who fled east London to join IS aged 15 in 2015 and had three children, who all died, before she was captured. Begum, who is trying to get her British citizenship reinstated, said in a TV interview in September that she was willing to stand trial in the UK and face down allegations that she was engaged in terrorist acts. ""I know I did nothing in IS but be a mother and a wife,"" Begum said. Most countries, including Britain, France and other European nations, have refused to allow the repatriation of the vast majority of former IS fighters and followers, believing it is more popular politically to let them remain in Syria. The report authors argue the deadlock needs to be broken. ""Failure to act would not only be a repeat of the mistakes made prior to 9/11 and subsequent terrorist attacks, but there would be generational consequences for global peace, security and prosperity,"" Khan and Parsons write. It is not known exactly how many people originating from Britain are held in Syria. Many, like Begum, have had their citizenship removed. It is estimated that 15 women and 35 children from the UK are held in either al-Roj or the larger al-Hawl camp. Others endorsing the report include the crossbench peer Alex Carlile, a former independent reviewer of terrorism legislation, who said ""concerted international, multilateral action is the correct way to empty the holding camps"". Another backer, Suzanne Raine, a former head of the UK's Joint Terrorism Analysis Centre, said: ""A stalemate which includes impunity for perpetrators should be unacceptable.""",575
world/2021/dec/22/spain-el-gordo-christmas-lottery-ticket-vendor-strike,2021-12-22,World news,Draw deal: Spain's El Gordo lottery hit by ticket vendor strike,"Spain's Christmas lottery, a lucrative and much-loved annual tradition that often ends in the joyous detonation of cava corks and the hatching of big plans, took place on Wednesday amid soaring Covid infections and the first ever strike by ticket vendors. After the country recorded a record 49,823 new coronavirus cases on Tuesday night, many Spaniards welcomed the chance to focus instead on El Gordo (the Fat One) and its €2.4bn in prizes. As tradition dictates, the draw for the lottery, which dates back to 1812, was held at the Teatro Real opera house in Madrid, with children from the city's San Ildefonso school calling out the winning numbers. For the December draw, many Spaniards club together to buy tickets, or fractions of them. But as the celebrations began across Spain, dozens of lottery ticket vendors assembled outside the opera house to demand an increased share of the sales revenues. The vendors, who had shut up shop for the day, say they deserve more than the 4% of the ticket price they currently get, arguing that 80 cents on a €20 ticket is not enough. They point out that their commission rate has been frozen for the past 17 years despite huge rises in living costs - not least Spain's skyrocketing electricity prices. ""Prices go up, taxes go up and the commissions remain the same,"" Natalia de la Fuente, the daughter of a lottery seller, told Reuters. ""We have to pay our bills ... This is impossible."" Another protester, Álvaro de Miguel, said he and his fellow vendors would do ""whatever it takes to get people to listen to us"". This year's winning number, 86148, paid out a €400,000 prize. A stall at Madrid's Atocha train station reportedly sold tickets that won their buyers - who probably come from all round Spain - a total of €516m. ""I'm super excited,"" said the stallholder, 56-year-old Javier Moñino. ""Most of the people who bought them were people who passed by my window on their way through the station.""",336
world/2021/dec/07/new-faces-policies-and-accents-germanys-next-coalition,2021-12-07,World news,"New faces, policies - and accents: Germany's next coalition","Germany's next coalition government, which will be sworn in on Wednesday, will come with a lineup of new faces, a new set of policy priorities and a new dose of energy. It will also speak with a distinctive accent. Olaf Scholz, the centre-left politician who will step into Angela Merkel's shoes, is a man of the German north not only by upbringing but by voice. When the former mayor of Hamburg recently warned in parliament that Covid-19 had not yet been beaten, he leaned into the stretched out fricatives typical of Germany's second-largest city: Scholz pronounces the word besiegt as besiecht. Meetings of his cabinets will be more likely to open with a casually mumbled Moin Moin than the Servus greeting exclusive to the states of the south. In Scholz's chief of staff, Wolfgang Schmidt, (also from Hamburg), the vice-chancellor, Robert Habeck (from Kreis Plön in Schleswig Holstein), the foreign minister, Annalena Baerbock, and the labour minister, Hubertus Heil, (both from Lower Saxony), several leading voices around the table hail from the northern third of the country. Regional representation is a matter of utmost importance in Germany's decentralised political system and governments work hard to give each of the 16 federal states their due share of the seats of power in Berlin. But a shift of balance under Scholz is already discernible. For one, his cabinet will be the first in the country's postwar history without a minister from Bavaria. Germany's largest and southernmost state ended up ""on the subs' bench"", the general secretary of Bavaria's ruling Christian Social Union grumbled this week. In many ways the northward drift of German political power goes against the grain. The south dominates the country in economic terms: it has most of the big companies registered on the German stock exchange, provides homes to more start-ups, employs more IT professionals and registers more patents than the north. It reigns supreme in German football, where traditional northern clubs like Werder Bremen and Hamburg SV have fallen into decline while Bayern Munich wins trophy after trophy. But in politics the centre of gravity has been quietly shifting north ever since the seat of parliament was moved from Bonn in the Rhineland to Berlin. After the Hamburg-born, Mecklenburg-Vorpommern-raised Merkel and the Hanoverian Gerhard Schröder, Scholz is the third northern chancellor in a row; the last four deputies have all come from northern states. To an extent the strength of the north is a result of the weakness of the south and south-west, where the conservative party bloc is particularly prone to infighting. Had the Christian Democratic Union overcome its complicated relationship with its Bavarian sister-party, the Christian Social Union, the Bundestag may well have seen the CSU leader, Markus Söder, sworn as chancellor on Wednesday. Tom Mannewitz, a political scientist at the Federal University for Public Administration, said: ""With festering inner-party factionalism and the historic split between the CDU and CSU, the conservative bloc has a strategic disadvantage in Germany's south."" Even so, accents play a surprisingly important role in German politics. Scholz's speech, while still displaying distinctive northern markers, is a far cry from the strong Hamburg dialect of his idol Helmut Schmidt. As with Merkel and Schröder, most Germans would be likely to identify his accent as standard German or Hochdeutsch, lending him an everyman quality that politicians from south of the so-called Uerdingen line, separating ""high"" and ""low"" dialects of German, can struggle to attain. ""We are increasingly seeing that the northern German type of politician who speaks in high German enjoys more acceptance across the country as a whole,"" said Jürgen Falter,",1098
world/2021/dec/24/please-dont-forget-us-covid-shielders-speak-out-over-lack-of-government-support,2021-12-24,World news,'Don't forget us': Covid shielders speak out over lack of government support,"Once a week at about 5.30am, Hayley Ashton pulls two masks over her face, sanitises a shopping trolley with her handbag disinfectant then takes a deep breath before stepping into the fluorescent glare of her local supermarket in Leicester. These grocery trips feel for Ashton, a 33-year-old project manager who is immunocompromised and has severe asthma, like treacherous expeditions where she risks serious illness or death. ""It's the one area you just can't control,"" she said. In previous waves of Covid-19, Ashton was part of the government's shielding schemes, which meant she had access to measures like statutory sick pay, medicine deliveries and priority shopping. Now, as the Omicron variant pushes cases to record levels, there is no such protection. ""A pint of milk could well cost me my life,"" Ashton said. ""And at the minute I've got no support from the government to get those essentials."" Ashton is one of almost 4 million clinically extremely vulnerable (CEV) people in England who were advised to shield by the government during previous Covid waves. She said her clinician told her she would probably become seriously ill or die if she caught the virus, making the surge of Omicron a time of high anxiety and fear - made worse, she said, by ministers' unwillingness to impose extra measures. In these circumstances, many CEV people are choosing to shield themselves - retreating into their homes, cancelling social engagements, avoiding public transport and sometimes even leaving frontline jobs to protect themselves. ""Our world has shrunk back a lot,"" said Sue Hardman, a retired 60-year-old in Suffolk with severe asthma. ""You just feel forgotten ... It's almost as if there's a group that doesn't matter."" Ashton said she ""felt supported"" by the shielding programme earlier in the pandemic. But now she feels there is significant risk for those with underlying conditions. ""What people are forgetting is for those in these vulnerable categories, even if [Omicron is] mild, the likelihood [or risk] is, despite vaccines, you are still going to become seriously ill."" For Zoe Pettigrew, a solicitor previously living in a flat-share in Bristol, the pandemic has meant isolating from friends since March 2020 with her family in Cornwall. Pettigrew, 33, who has Crohn's disease, which means taking immunosuppressive medication, feels ""completely forgotten about"" by the government. ""It makes me so sad, but also angry,"" she said. Pettigrew is yet to meet her three-month-old nephew. Chris Whitty, England's chief medical officer, said last Wednesday the government was trying to avoid returning to the shielding programme given vaccines and new drugs - such as molnupiravir or Ronapreve - and the detrimental impact on mental health. ""Shielding came with some very obvious downsides for the people involved in the shielding - including loneliness and mental health issues,"" he said. A 2020 study found shielding led to a deterioration in mental health for about 35% of CEV people. ""So it's not an area we want to go down if there's any way of avoiding doing so,"" Whitty said. But for Pettigrew, this ignores the toll of feeling forced to shield but without the official acknowledgment of ministers. ""It makes you feel like you've lost the plot,"" she said. Without government support, ""it's like being under house arrest"", said Colin Talbot, 69, an emeritus professor at the University of Manchester who is immunocompromised. Some families, like Hardman's, are cancelling Christmas plans. Her 28-year-old son is no longer visiting after being exposed to friends who tested positive. For others, it means leaving jobs they love. In Berwick-upon-Tweed, Rosie Purves, 36, has rheumatoid arthritis and is immunocompromised. Tests show she has",767
world/2021/dec/08/covid-mourning-and-the-fear-of-violence-new-caledonia-prepares-for-blighted-independence-vote,2021-12-07,World news,"Covid, mourning and the spectre of violence: New Caledonia prepares for blighted independence vote","New Caledonia is set to hold a referendum on independence from France this weekend, the third and final poll meant to conclude a decolonisation process initiated 30 years ago. For anyone who witnessed the first two referenda, the contrast with the vote set for 12 December is striking: instead of the countless Kanaky flags or the red, white and blue of the French tricolour that adorned houses, balconies, roadsides, pickups or even people in the run-up to the 2018 and 2020 votes, this year there is little to see. On the Place des Cocotiers, in the centre of Nouméa, the capital, the quiet is disturbed only by the incessant patrolling of police trucks, part of the increased security around the vote. The FLNKS, a coalition of pro-independence parties, has called for the vote to be delayed and for Kanaks not to participate, arguing that pandemic lockdown measures and traditional mourning rites prevent it from campaigning properly. The archipelago's Indigenous population - who make up 40% of the total and are more likely to vote for independence - have been disproportionately affected by Covid-19. More than 60% of the territory's 276 Covid deaths have been among Kanak and other Pasifika communities. ""The health situation has not stabilised and the risk of a second wave is still very present and tangible,"" FLNKS said in a statement last month. ""Today, the majority of people who have died from Covid are Pacific Islanders, most of them Kanaks."" Adolphe Wamytan, who lives in Saint-Louis, a predominantly Kanak village close to Nouméa, says: ""With us, among the Kanak people, mourning is not only sorrow - it is an important part of the custom."" He has lost an aunt to the pandemic. Kanak mourning rites take a year. All the clans and their leaders meet, each with an important role to play. ""The referendum? We have others things on our minds,"" Wamytan says. He voted in the previous referenda but says he does not want to vote this year. He backs FLNKS's stance on the vote, but says he does not do so blindly. Efforts made over the past 20 years as part of the decolonisation process to rebalance the economy and politics in favour of the Indigenous population have largely failed. Fifty thousand out of New Caledonia's 280,000-strong population live below the poverty line and Kanaks make up over 70% of the poor. And while two of the territory's three provinces are controlled by pro-independence parties, the third and wealthiest, home to Nouméa, is ruled by pro-France parties. ""We know they [Kanak politicians] are in a difficult situation and France is a very big power to challenge but the situation here is still not satisfying,"" Wamytan says. ""The Indigenous people have no horizons, big difficulties in getting jobs, getting involved in the life of Caledonian society."" In N'dé, in the township of Païta, the Kanak youth also feel abandoned; there is a deep divide between young people and their political leaders. Marc Gaïa, 28, works in a nickel mine, an industry critical to the territory's economy - New Caledonia is the world's third-largest nickel producer. ""But I deeply regret that the elders have chosen to encourage us to work primarily in the mine and not in the agricultural sector or in an activity that does not destroy our land,"" he says. ""All we produce here is nickel! ... Our living conditions are very difficult because here everything is so expensive that we have difficulty in obtaining essential goods."" High stakes for France The referendum was promised to the people of New Caledonia as part of the",1245
